projectName;name;pathFile;productionFile;junitVersion;loc;qtdMethods;testSmellName;testSmellMethod;testSmellLineBegin;testSmellLineEnd
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Assertion Roulette;test42;713-713;713-713
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Assertion Roulette;test43;729-729;729-729
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Assertion Roulette;test44;745-745;745-745
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Assertion Roulette;test45;752-752;752-752
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Assertion Roulette;test46;762-762;762-762
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Assertion Roulette;test47;772-772;772-772
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Assertion Roulette;test48;782-782;782-782
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Assertion Roulette;test50;808-808;808-808
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test00;68-77;68-77
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test01;83-92;83-92
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test02;98-107;98-107
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test03;113-122;113-122
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test04;131-140;131-140
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test06;160-169;160-169
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test07;176-185;176-185
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test08;194-203;194-203
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test09;211-220;211-220
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test10;229-238;229-238
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test11;245-254;245-254
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test12;260-269;260-269
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test13;275-284;275-284
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test14;290-299;290-299
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test15;305-314;305-314
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test16;320-329;320-329
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test17;335-344;335-344
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test18;350-359;350-359
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test19;365-374;365-374
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test20;380-389;380-389
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test21;395-404;395-404
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test22;412-421;412-421
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test23;431-440;431-440
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test24;450-459;450-459
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test25;466-475;466-475
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test26;482-491;482-491
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test27;497-506;497-506
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test28;512-521;512-521
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test29;527-536;527-536
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test32;570-579;570-579
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test36;627-636;627-636
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Exception Catching Throwing;test49;789-798;789-798
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Mystery Guest;test05;143-155;143-155
aux2;PortletImporterTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\lar\PortletImporter.java;JUnit4;810;51;Mystery Guest;test50;801-809;801-809
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Magic Number Test;test09;123;123
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Magic Number Test;test10;144;144
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Magic Number Test;test16;190;190
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Magic Number Test;test17;204;204
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Magic Number Test;test42;453;453
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Magic Number Test;test47;533;533
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Magic Number Test;test60;665;665
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Magic Number Test;test74;823;823
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Magic Number Test;test86;937;937
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Verbose Test;test69;738-780;738-780
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test69, test49, test47, test37, test32, test17, test10;766, 554, 526, 380, 334, 208, 142;766, 554, 526, 380, 334, 208, 142
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test18, test17;217, 196;217, 196
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test60, test59, test46, test42;664, 645, 510, 451;664, 645, 510, 451
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test76, test28, test17, test10;845, 302, 209, 132;845, 302, 209, 132
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test69, test68, test66, test44, test41, test40, test37, test04, test03, test01;776, 734, 716, 715, 477, 441, 432, 388, 85, 76, 54;776, 734, 716, 715, 477, 441, 432, 388, 85, 76, 54
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test74, test59, test54, test47, test20, test19, test17, test10;827, 653, 602, 534, 234, 225, 202, 134;827, 653, 602, 534, 234, 225, 202, 134
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test69, test66, test41, test40, test37, test04, test03, test01;775, 714, 440, 431, 387, 84, 75, 53;775, 714, 440, 431, 387, 84, 75, 53
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test65, test64, test63, test62;705, 697, 688, 680;705, 697, 688, 680
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test74, test59, test47, test35, test34, test33, test17, test10;829, 648, 537, 357, 349, 341, 201, 140;829, 648, 537, 357, 349, 341, 201, 140
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test75, test31, test30, test23, test22, test05;836, 326, 317, 256, 248, 92;836, 326, 317, 256, 248, 92
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test62, test59, test47, test39, test17, test10;681, 646, 525, 409, 406, 206, 131;681, 646, 525, 409, 406, 206, 131
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test28, test27, test26, test02, test01;301, 290, 280, 63, 52;301, 290, 280, 63, 52
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test74, test52, test25, test24, test10, test04;825, 588, 272, 264, 141, 86;825, 588, 272, 264, 141, 86
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test77, test69;852, 778;852, 778
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test73, test69, test68, test67, test66, test64, test59, test51, test49, test48, test47, test42, test41, test40, test37, test17, test10, test03, test02, test01;815, 779, 735, 727, 717, 698, 650, 581, 555, 547, 530, 452, 442, 433, 416, 390, 203, 138, 77, 66, 55;815, 779, 735, 727, 717, 698, 650, 581, 555, 547, 530, 452, 442, 433, 416, 390, 203, 138, 77, 66, 55
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test81, test05;880, 93;880, 93
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test65, test59, test47, test17, test15, test14, test10;706, 652, 529, 211, 182, 175, 136;706, 652, 529, 211, 182, 175, 136
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test80, test58, test56, test47, test30, test23, test22, test07;874, 634, 618, 532, 319, 257, 249, 108;874, 634, 618, 532, 319, 257, 249, 108
aux2;OrganizationModelImplTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\model\impl\OrganizationModelImpl.java;JUnit4;939;87;Lazy Test;test61, test50;672, 671, 562;672, 671, 562
